Sentence	Label
Stephanie told us all about the recent outrageous events.	0
Stephanie told us all about the recent annoying events.	0
Stephanie told us all about the recent displeasing events.	0
Stephanie told us all about the recent depressing events.	0
Stephanie told us all about the recent serious events.	0
Stephanie told us all about the recent grim events.	0
Stephanie told us all about the recent heartbreaking events.	0
Stephanie told us all about the recent gloomy events.	0
Stephanie told us all about the recent horrible events.	0
Stephanie told us all about the recent threatening events.	0
Stephanie told us all about the recent terrifying events.	0
Stephanie told us all about the recent shocking events.	0
Stephanie told us all about the recent dreadful events.	0
Stephanie told us all about the recent funny events.	1
Stephanie told us all about the recent hilarious events.	1
Stephanie told us all about the recent amazing events.	1
Stephanie told us all about the recent wonderful events.	1
Stephanie told us all about the recent great events.	1
Ellen told us all about the recent irritating events.	0
Ellen told us all about the recent vexing events.	0
Ellen told us all about the recent outrageous events.	0
Ellen told us all about the recent annoying events.	0
Ellen told us all about the recent displeasing events.	0
Ellen told us all about the recent depressing events.	0
Ellen told us all about the recent serious events.	0
Ellen told us all about the recent grim events.	0
Ellen told us all about the recent heartbreaking events.	0
Ellen told us all about the recent gloomy events.	0
Ellen told us all about the recent horrible events.	0
Ellen told us all about the recent threatening events.	0
Ellen told us all about the recent terrifying events.	0
Ellen told us all about the recent shocking events.	0
Ellen told us all about the recent dreadful events.	0
Ellen told us all about the recent funny events.	1
Ellen told us all about the recent hilarious events.	1
Ellen told us all about the recent amazing events.	1
Ellen told us all about the recent wonderful events.	1
Ellen told us all about the recent great events.	1
She told us all about the recent irritating events.	0
She told us all about the recent vexing events.	0
She told us all about the recent outrageous events.	0
She told us all about the recent annoying events.	0
She told us all about the recent displeasing events.	0
She told us all about the recent depressing events.	0
She told us all about the recent serious events.	0
She told us all about the recent grim events.	0
She told us all about the recent heartbreaking events.	0
She told us all about the recent gloomy events.	0
She told us all about the recent horrible events.	0
She told us all about the recent threatening events.	0
She told us all about the recent terrifying events.	0
She told us all about the recent shocking events.	0
She told us all about the recent dreadful events.	0
She told us all about the recent funny events.	1
She told us all about the recent hilarious events.	1
She told us all about the recent amazing events.	1
She told us all about the recent wonderful events.	1
She told us all about the recent great events.	1
This woman told us all about the recent irritating events.	0
This woman told us all about the recent vexing events.	0
This woman told us all about the recent outrageous events.	0
This woman told us all about the recent annoying events.	0
This woman told us all about the recent displeasing events.	0
This woman told us all about the recent depressing events.	0
This woman told us all about the recent serious events.	0
This woman told us all about the recent grim events.	0
This woman told us all about the recent heartbreaking events.	0
This woman told us all about the recent gloomy events.	0
This woman told us all about the recent horrible events.	0
This woman told us all about the recent threatening events.	0
This woman told us all about the recent terrifying events.	0
This woman told us all about the recent shocking events.	0
This woman told us all about the recent dreadful events.	0
This woman told us all about the recent funny events.	1
This woman told us all about the recent hilarious events.	1
This woman told us all about the recent amazing events.	1
This woman told us all about the recent wonderful events.	1
This woman told us all about the recent great events.	1
This girl told us all about the recent irritating events.	0
This girl told us all about the recent vexing events.	0
This girl told us all about the recent outrageous events.	0
This girl told us all about the recent annoying events.	0
This girl told us all about the recent displeasing events.	0
This girl told us all about the recent depressing events.	0
This girl told us all about the recent serious events.	0
This girl told us all about the recent grim events.	0
This girl told us all about the recent heartbreaking events.	0
This girl told us all about the recent gloomy events.	0
This girl told us all about the recent horrible events.	0
This girl told us all about the recent threatening events.	0
This girl told us all about the recent terrifying events.	0
This girl told us all about the recent shocking events.	0
This girl told us all about the recent dreadful events.	0
This girl told us all about the recent funny events.	1
This girl told us all about the recent hilarious events.	1
This girl told us all about the recent amazing events.	1
This girl told us all about the recent wonderful events.	1
This girl told us all about the recent great events.	1
My sister told us all about the recent irritating events.	0
My sister told us all about the recent vexing events.	0
My sister told us all about the recent outrageous events.	0
My sister told us all about the recent annoying events.	0
My sister told us all about the recent displeasing events.	0
My sister told us all about the recent depressing events.	0
My sister told us all about the recent serious events.	0
My sister told us all about the recent grim events.	0
My sister told us all about the recent heartbreaking events.	0
My sister told us all about the recent gloomy events.	0
My sister told us all about the recent horrible events.	0
My sister told us all about the recent threatening events.	0
My sister told us all about the recent terrifying events.	0
My sister told us all about the recent shocking events.	0
My sister told us all about the recent dreadful events.	0
My sister told us all about the recent funny events.	1
My sister told us all about the recent hilarious events.	1
My sister told us all about the recent amazing events.	1
My sister told us all about the recent wonderful events.	1
My sister told us all about the recent great events.	1
My daughter told us all about the recent irritating events.	0
My daughter told us all about the recent vexing events.	0
My daughter told us all about the recent outrageous events.	0
My daughter told us all about the recent annoying events.	0
My daughter told us all about the recent displeasing events.	0
My daughter told us all about the recent depressing events.	0
My daughter told us all about the recent serious events.	0
My daughter told us all about the recent grim events.	0
My daughter told us all about the recent heartbreaking events.	0
My daughter told us all about the recent gloomy events.	0
My daughter told us all about the recent horrible events.	0
My daughter told us all about the recent threatening events.	0
My daughter told us all about the recent terrifying events.	0
My daughter told us all about the recent shocking events.	0
My daughter told us all about the recent dreadful events.	0
My daughter told us all about the recent funny events.	1
My daughter told us all about the recent hilarious events.	1
My daughter told us all about the recent amazing events.	1
My daughter told us all about the recent wonderful events.	1
My daughter told us all about the recent great events.	1
My wife told us all about the recent irritating events.	0
My wife told us all about the recent vexing events.	0
My wife told us all about the recent outrageous events.	0
My wife told us all about the recent annoying events.	0
My wife told us all about the recent displeasing events.	0
My wife told us all about the recent depressing events.	0
My wife told us all about the recent serious events.	0
My wife told us all about the recent grim events.	0
My wife told us all about the recent heartbreaking events.	0
My wife told us all about the recent gloomy events.	0
My wife told us all about the recent horrible events.	0
My wife told us all about the recent threatening events.	0
My wife told us all about the recent terrifying events.	0
My wife told us all about the recent shocking events.	0
My wife told us all about the recent dreadful events.	0
My wife told us all about the recent funny events.	1
My wife told us all about the recent hilarious events.	1
My wife told us all about the recent amazing events.	1
My wife told us all about the recent wonderful events.	1
My wife told us all about the recent great events.	1
My girlfriend told us all about the recent irritating events.	0
My girlfriend told us all about the recent vexing events.	0
My girlfriend told us all about the recent outrageous events.	0
My girlfriend told us all about the recent annoying events.	0
My girlfriend told us all about the recent displeasing events.	0
My girlfriend told us all about the recent depressing events.	0
My girlfriend told us all about the recent serious events.	0
My girlfriend told us all about the recent grim events.	0
My girlfriend told us all about the recent heartbreaking events.	0
My girlfriend told us all about the recent gloomy events.	0
My girlfriend told us all about the recent horrible events.	0
My girlfriend told us all about the recent threatening events.	0
My girlfriend told us all about the recent terrifying events.	0
My girlfriend told us all about the recent shocking events.	0
My girlfriend told us all about the recent dreadful events.	0
My girlfriend told us all about the recent funny events.	1
My girlfriend told us all about the recent hilarious events.	1
My girlfriend told us all about the recent amazing events.	1
My girlfriend told us all about the recent wonderful events.	1
My girlfriend told us all about the recent great events.	1
My mother told us all about the recent irritating events.	0
My mother told us all about the recent vexing events.	0
My mother told us all about the recent outrageous events.	0
My mother told us all about the recent annoying events.	0
My mother told us all about the recent displeasing events.	0
My mother told us all about the recent depressing events.	0
My mother told us all about the recent serious events.	0
My mother told us all about the recent grim events.	0
My mother told us all about the recent heartbreaking events.	0
My mother told us all about the recent gloomy events.	0
My mother told us all about the recent horrible events.	0
My mother told us all about the recent threatening events.	0
My mother told us all about the recent terrifying events.	0
My mother told us all about the recent shocking events.	0
My mother told us all about the recent dreadful events.	0
My mother told us all about the recent funny events.	1
My mother told us all about the recent hilarious events.	1
My mother told us all about the recent amazing events.	1
My mother told us all about the recent wonderful events.	1
My mother told us all about the recent great events.	1
My aunt told us all about the recent irritating events.	0
My aunt told us all about the recent vexing events.	0
My aunt told us all about the recent outrageous events.	0
My aunt told us all about the recent annoying events.	0
My aunt told us all about the recent displeasing events.	0
My aunt told us all about the recent depressing events.	0
My aunt told us all about the recent serious events.	0
My aunt told us all about the recent grim events.	0
My aunt told us all about the recent heartbreaking events.	0
My aunt told us all about the recent gloomy events.	0
My aunt told us all about the recent horrible events.	0
My aunt told us all about the recent threatening events.	0
My aunt told us all about the recent terrifying events.	0
My aunt told us all about the recent shocking events.	0
My aunt told us all about the recent dreadful events.	0
My aunt told us all about the recent funny events.	1
My aunt told us all about the recent hilarious events.	1
My aunt told us all about the recent amazing events.	1
My aunt told us all about the recent wonderful events.	1
My aunt told us all about the recent great events.	1
My mom told us all about the recent irritating events.	0
My mom told us all about the recent vexing events.	0
My mom told us all about the recent outrageous events.	0
My mom told us all about the recent annoying events.	0
My mom told us all about the recent displeasing events.	0
My mom told us all about the recent depressing events.	0
My mom told us all about the recent serious events.	0
My mom told us all about the recent grim events.	0
My mom told us all about the recent heartbreaking events.	0
My mom told us all about the recent gloomy events.	0
My mom told us all about the recent horrible events.	0
My mom told us all about the recent threatening events.	0
My mom told us all about the recent terrifying events.	0
My mom told us all about the recent shocking events.	0
My mom told us all about the recent dreadful events.	0
My mom told us all about the recent funny events.	1
My mom told us all about the recent hilarious events.	1
My mom told us all about the recent amazing events.	1
My mom told us all about the recent wonderful events.	1
My mom told us all about the recent great events.	1
The conversation with Alonzo was irritating.	0
The conversation with Alonzo was vexing.	0
The conversation with Alonzo was outrageous.	0
The conversation with Alonzo was annoying.	0
The conversation with Alonzo was displeasing.	0
The conversation with Alonzo was depressing.	0
The conversation with Alonzo was serious.	0
The conversation with Alonzo was grim.	0
The conversation with Alonzo was heartbreaking.	0
The conversation with Alonzo was gloomy.	0
The conversation with Alonzo was horrible.	0
The conversation with Alonzo was threatening.	0
The conversation with Alonzo was terrifying.	0
The conversation with Alonzo was shocking.	0
The conversation with Alonzo was dreadful.	0
The conversation with Alonzo was funny.	1
The conversation with Alonzo was hilarious.	1
The conversation with Alonzo was amazing.	1
The conversation with Alonzo was wonderful.	1
The conversation with Alonzo was great.	1
The conversation with Jamel was irritating.	0
The conversation with Jamel was vexing.	0
The conversation with Jamel was outrageous.	0
The conversation with Jamel was annoying.	0
The conversation with Jamel was displeasing.	0
The conversation with Jamel was depressing.	0
The conversation with Jamel was serious.	0
The conversation with Jamel was grim.	0
The conversation with Jamel was heartbreaking.	0
The conversation with Jamel was gloomy.	0
The conversation with Jamel was horrible.	0
The conversation with Jamel was threatening.	0
The conversation with Jamel was terrifying.	0
The conversation with Jamel was shocking.	0
The conversation with Jamel was dreadful.	0
The conversation with Jamel was funny.	1
The conversation with Jamel was hilarious.	1
The conversation with Jamel was amazing.	1
The conversation with Jamel was wonderful.	1
The conversation with Jamel was great.	1
The conversation with Alphonse was irritating.	0
The conversation with Alphonse was vexing.	0
The conversation with Alphonse was outrageous.	0
The conversation with Alphonse was annoying.	0
The conversation with Alphonse was displeasing.	0
The conversation with Alphonse was depressing.	0
The conversation with Alphonse was serious.	0
The conversation with Alphonse was grim.	0
The conversation with Alphonse was heartbreaking.	0
The conversation with Alphonse was gloomy.	0
The conversation with Alphonse was horrible.	0
The conversation with Alphonse was threatening.	0
The conversation with Alphonse was terrifying.	0
The conversation with Alphonse was shocking.	0
The conversation with Alphonse was dreadful.	0
The conversation with Alphonse was funny.	1
The conversation with Alphonse was hilarious.	1
The conversation with Alphonse was amazing.	1
The conversation with Alphonse was wonderful.	1
The conversation with Alphonse was great.	1
The conversation with Jerome was irritating.	0
The conversation with Jerome was vexing.	0
The conversation with Jerome was outrageous.	0
The conversation with Jerome was annoying.	0
The conversation with Jerome was displeasing.	0
The conversation with Jerome was depressing.	0
The conversation with Jerome was serious.	0
The conversation with Jerome was grim.	0
The conversation with Jerome was heartbreaking.	0
The conversation with Jerome was gloomy.	0
The conversation with Jerome was horrible.	0
The conversation with Jerome was threatening.	0
The conversation with Jerome was terrifying.	0
The conversation with Jerome was shocking.	0
The conversation with Jerome was dreadful.	0
The conversation with Jerome was funny.	1
The conversation with Jerome was hilarious.	1
The conversation with Jerome was amazing.	1
The conversation with Jerome was wonderful.	1
The conversation with Jerome was great.	1
The conversation with Leroy was irritating.	0
The conversation with Leroy was vexing.	0
The conversation with Leroy was outrageous.	0
The conversation with Leroy was annoying.	0
The conversation with Leroy was displeasing.	0
The conversation with Leroy was depressing.	0
The conversation with Leroy was serious.	0
The conversation with Leroy was grim.	0
The conversation with Leroy was heartbreaking.	0
The conversation with Leroy was gloomy.	0
The conversation with Leroy was horrible.	0
The conversation with Leroy was threatening.	0
The conversation with Leroy was terrifying.	0
The conversation with Leroy was shocking.	0
The conversation with Leroy was dreadful.	0
The conversation with Leroy was funny.	1
The conversation with Leroy was hilarious.	1
The conversation with Leroy was amazing.	1
The conversation with Leroy was wonderful.	1
The conversation with Leroy was great.	1
The conversation with Torrance was irritating.	0
The conversation with Torrance was vexing.	0
The conversation with Torrance was outrageous.	0
The conversation with Torrance was annoying.	0
The conversation with Torrance was displeasing.	0
The conversation with Torrance was depressing.	0
The conversation with Torrance was serious.	0
The conversation with Torrance was grim.	0
The conversation with Torrance was heartbreaking.	0
The conversation with Torrance was gloomy.	0
The conversation with Torrance was horrible.	0
The conversation with Torrance was threatening.	0
The conversation with Torrance was terrifying.	0
The conversation with Torrance was shocking.	0
The conversation with Torrance was dreadful.	0
The conversation with Torrance was funny.	1
The conversation with Torrance was hilarious.	1
The conversation with Torrance was amazing.	1
The conversation with Torrance was wonderful.	1
The conversation with Torrance was great.	1
The conversation with Darnell was irritating.	0
The conversation with Darnell was vexing.	0
The conversation with Darnell was outrageous.	0
The conversation with Darnell was annoying.	0
The conversation with Darnell was displeasing.	0
The conversation with Darnell was depressing.	0
The conversation with Darnell was serious.	0
The conversation with Darnell was grim.	0
The conversation with Darnell was heartbreaking.	0
The conversation with Darnell was gloomy.	0
The conversation with Darnell was horrible.	0
The conversation with Darnell was threatening.	0
The conversation with Darnell was terrifying.	0
The conversation with Darnell was shocking.	0
The conversation with Darnell was dreadful.	0
The conversation with Darnell was funny.	1
The conversation with Darnell was hilarious.	1
The conversation with Darnell was amazing.	1
The conversation with Darnell was wonderful.	1
The conversation with Darnell was great.	1
The conversation with Lamar was irritating.	0
The conversation with Lamar was vexing.	0
The conversation with Lamar was outrageous.	0
The conversation with Lamar was annoying.	0
The conversation with Lamar was displeasing.	0
The conversation with Lamar was depressing.	0
The conversation with Lamar was serious.	0
The conversation with Lamar was grim.	0
The conversation with Lamar was heartbreaking.	0
The conversation with Lamar was gloomy.	0
The conversation with Lamar was horrible.	0
The conversation with Lamar was threatening.	0
The conversation with Lamar was terrifying.	0
The conversation with Lamar was shocking.	0
The conversation with Lamar was dreadful.	0
The conversation with Lamar was funny.	1
The conversation with Lamar was hilarious.	1
The conversation with Lamar was amazing.	1
The conversation with Lamar was wonderful.	1
The conversation with Lamar was great.	1
The conversation with Malik was irritating.	0
The conversation with Malik was vexing.	0
The conversation with Malik was outrageous.	0
The conversation with Malik was annoying.	0
The conversation with Malik was displeasing.	0
The conversation with Malik was depressing.	0
The conversation with Malik was serious.	0
The conversation with Malik was grim.	0
The conversation with Malik was heartbreaking.	0
The conversation with Malik was gloomy.	0
The conversation with Malik was horrible.	0
The conversation with Malik was threatening.	0
The conversation with Malik was terrifying.	0
The conversation with Malik was shocking.	0
The conversation with Malik was dreadful.	0
The conversation with Malik was funny.	1
The conversation with Malik was hilarious.	1
The conversation with Malik was amazing.	1
The conversation with Malik was wonderful.	1
The conversation with Malik was great.	1
The conversation with Terrence was irritating.	0
The conversation with Terrence was vexing.	0
The conversation with Terrence was outrageous.	0
The conversation with Terrence was annoying.	0
The conversation with Terrence was displeasing.	0
The conversation with Terrence was depressing.	0
The conversation with Terrence was serious.	0
The conversation with Terrence was grim.	0
The conversation with Terrence was heartbreaking.	0
The conversation with Terrence was gloomy.	0
The conversation with Terrence was horrible.	0
The conversation with Terrence was threatening.	0
The conversation with Terrence was terrifying.	0
The conversation with Terrence was shocking.	0
The conversation with Terrence was dreadful.	0
The conversation with Terrence was funny.	1
The conversation with Terrence was hilarious.	1
The conversation with Terrence was amazing.	1
The conversation with Terrence was wonderful.	1
The conversation with Terrence was great.	1
The conversation with Adam was irritating.	0
The conversation with Adam was vexing.	0
The conversation with Adam was outrageous.	0
The conversation with Adam was annoying.	0
The conversation with Adam was displeasing.	0
The conversation with Adam was depressing.	0
The conversation with Adam was serious.	0
The conversation with Adam was grim.	0
The conversation with Adam was heartbreaking.	0
The conversation with Adam was gloomy.	0
The conversation with Adam was horrible.	0
The conversation with Adam was threatening.	0
The conversation with Adam was terrifying.	0
The conversation with Adam was shocking.	0
The conversation with Adam was dreadful.	0
The conversation with Adam was funny.	1
The conversation with Adam was hilarious.	1
The conversation with Adam was amazing.	1
The conversation with Adam was wonderful.	1
The conversation with Adam was great.	1
The conversation with Harry was irritating.	0
The conversation with Harry was vexing.	0
The conversation with Harry was outrageous.	0
The conversation with Harry was annoying.	0
The conversation with Harry was displeasing.	0
The conversation with Harry was depressing.	0
The conversation with Harry was serious.	0
The conversation with Harry was grim.	0
The conversation with Harry was heartbreaking.	0
The conversation with Harry was gloomy.	0
The conversation with Harry was horrible.	0
The conversation with Harry was threatening.	0
The conversation with Harry was terrifying.	0
The conversation with Harry was shocking.	0
The conversation with Harry was dreadful.	0
The conversation with Harry was funny.	1
The conversation with Harry was hilarious.	1
The conversation with Harry was amazing.	1
The conversation with Harry was wonderful.	1
The conversation with Harry was great.	1
The conversation with Josh was irritating.	0
The conversation with Josh was vexing.	0
The conversation with Josh was outrageous.	0
The conversation with Josh was annoying.	0
The conversation with Josh was displeasing.	0
The conversation with Josh was depressing.	0
The conversation with Josh was serious.	0
The conversation with Josh was grim.	0
The conversation with Josh was heartbreaking.	0
The conversation with Josh was gloomy.	0
The conversation with Josh was horrible.	0
The conversation with Josh was threatening.	0
The conversation with Josh was terrifying.	0
The conversation with Josh was shocking.	0
The conversation with Josh was dreadful.	0
The conversation with Josh was funny.	1
The conversation with Josh was hilarious.	1
The conversation with Josh was amazing.	1
The conversation with Josh was wonderful.	1
The conversation with Josh was great.	1
The conversation with Roger was irritating.	0
The conversation with Roger was vexing.	0
The conversation with Roger was outrageous.	0
The conversation with Roger was annoying.	0
The conversation with Roger was displeasing.	0
The conversation with Roger was depressing.	0
The conversation with Roger was serious.	0
The conversation with Roger was grim.	0
The conversation with Roger was heartbreaking.	0
The conversation with Roger was gloomy.	0
The conversation with Roger was horrible.	0
The conversation with Roger was threatening.	0
The conversation with Roger was terrifying.	0
The conversation with Roger was shocking.	0
The conversation with Roger was dreadful.	0
The conversation with Roger was funny.	1
The conversation with Roger was hilarious.	1
The conversation with Roger was amazing.	1
The conversation with Roger was wonderful.	1
The conversation with Roger was great.	1
The conversation with Alan was irritating.	0
The conversation with Alan was vexing.	0
The conversation with Alan was outrageous.	0
The conversation with Alan was annoying.	0
The conversation with Alan was displeasing.	0
The conversation with Alan was depressing.	0
The conversation with Alan was serious.	0
The conversation with Alan was grim.	0
The conversation with Alan was heartbreaking.	0
The conversation with Alan was gloomy.	0
The conversation with Alan was horrible.	0
The conversation with Alan was threatening.	0
The conversation with Alan was terrifying.	0
The conversation with Alan was shocking.	0
The conversation with Alan was dreadful.	0
The conversation with Alan was funny.	1
The conversation with Alan was hilarious.	1
The conversation with Alan was amazing.	1
The conversation with Alan was wonderful.	1
The conversation with Alan was great.	1
The conversation with Frank was irritating.	0
The conversation with Frank was vexing.	0
The conversation with Frank was outrageous.	0
The conversation with Frank was annoying.	0
The conversation with Frank was displeasing.	0
The conversation with Frank was depressing.	0
The conversation with Frank was serious.	0
The conversation with Frank was grim.	0
The conversation with Frank was heartbreaking.	0
The conversation with Frank was gloomy.	0
The conversation with Frank was horrible.	0
The conversation with Frank was threatening.	0
The conversation with Frank was terrifying.	0
The conversation with Frank was shocking.	0
The conversation with Frank was dreadful.	0
The conversation with Frank was funny.	1
The conversation with Frank was hilarious.	1
The conversation with Frank was amazing.	1
The conversation with Frank was wonderful.	1
The conversation with Frank was great.	1
The conversation with Justin was irritating.	0
The conversation with Justin was vexing.	0
The conversation with Justin was outrageous.	0
The conversation with Justin was annoying.	0
The conversation with Justin was displeasing.	0
The conversation with Justin was depressing.	0
The conversation with Justin was serious.	0
The conversation with Justin was grim.	0
The conversation with Justin was heartbreaking.	0
The conversation with Justin was gloomy.	0
The conversation with Justin was horrible.	0
The conversation with Justin was threatening.	0
The conversation with Justin was terrifying.	0
The conversation with Justin was shocking.	0
The conversation with Justin was dreadful.	0
The conversation with Justin was funny.	1
The conversation with Justin was hilarious.	1
The conversation with Justin was amazing.	1
The conversation with Justin was wonderful.	1
The conversation with Justin was great.	1
The conversation with Ryan was irritating.	0
The conversation with Ryan was vexing.	0
The conversation with Ryan was outrageous.	0
The conversation with Ryan was annoying.	0
The conversation with Ryan was displeasing.	0
The conversation with Ryan was depressing.	0
The conversation with Ryan was serious.	0
The conversation with Ryan was grim.	0
The conversation with Ryan was heartbreaking.	0
The conversation with Ryan was gloomy.	0
The conversation with Ryan was horrible.	0
The conversation with Ryan was threatening.	0
The conversation with Ryan was terrifying.	0
The conversation with Ryan was shocking.	0
The conversation with Ryan was dreadful.	0
The conversation with Ryan was funny.	1
The conversation with Ryan was hilarious.	1
The conversation with Ryan was amazing.	1
The conversation with Ryan was wonderful.	1
The conversation with Ryan was great.	1
The conversation with Andrew was irritating.	0
The conversation with Andrew was vexing.	0
The conversation with Andrew was outrageous.	0
The conversation with Andrew was annoying.	0
The conversation with Andrew was displeasing.	0
The conversation with Andrew was depressing.	0
The conversation with Andrew was serious.	0
The conversation with Andrew was grim.	0
The conversation with Andrew was heartbreaking.	0
The conversation with Andrew was gloomy.	0
The conversation with Andrew was horrible.	0
The conversation with Andrew was threatening.	0
The conversation with Andrew was terrifying.	0
The conversation with Andrew was shocking.	0
The conversation with Andrew was dreadful.	0
The conversation with Andrew was funny.	1
The conversation with Andrew was hilarious.	1
The conversation with Andrew was amazing.	1
The conversation with Andrew was wonderful.	1
The conversation with Andrew was great.	1
The conversation with Jack was irritating.	0
The conversation with Jack was vexing.	0
The conversation with Jack was outrageous.	0
The conversation with Jack was annoying.	0
The conversation with Jack was displeasing.	0
The conversation with Jack was depressing.	0
The conversation with Jack was serious.	0
The conversation with Jack was grim.	0
The conversation with Jack was heartbreaking.	0
The conversation with Jack was gloomy.	0
The conversation with Jack was horrible.	0
The conversation with Jack was threatening.	0
The conversation with Jack was terrifying.	0
The conversation with Jack was shocking.	0
The conversation with Jack was dreadful.	0
The conversation with Jack was funny.	1
The conversation with Jack was hilarious.	1
The conversation with Jack was amazing.	1
The conversation with Jack was wonderful.	1
The conversation with Jack was great.	1
The conversation with him was irritating.	0
The conversation with him was vexing.	0
The conversation with him was outrageous.	0
The conversation with him was annoying.	0
The conversation with him was displeasing.	0
The conversation with him was depressing.	0
The conversation with him was serious.	0
The conversation with him was grim.	0
The conversation with him was heartbreaking.	0
The conversation with him was gloomy.	0
The conversation with him was horrible.	0
The conversation with him was threatening.	0
The conversation with him was terrifying.	0
The conversation with him was shocking.	0
The conversation with him was dreadful.	0
The conversation with him was funny.	1
The conversation with him was hilarious.	1
The conversation with him was amazing.	1
The conversation with him was wonderful.	1
The conversation with him was great.	1
The conversation with this man was irritating.	0
The conversation with this man was vexing.	0
The conversation with this man was outrageous.	0
The conversation with this man was annoying.	0
The conversation with this man was displeasing.	0
The conversation with this man was depressing.	0
The conversation with this man was serious.	0
The conversation with this man was grim.	0
The conversation with this man was heartbreaking.	0
The conversation with this man was gloomy.	0
The conversation with this man was horrible.	0
The conversation with this man was threatening.	0
The conversation with this man was terrifying.	0
The conversation with this man was shocking.	0
The conversation with this man was dreadful.	0
The conversation with this man was funny.	1
The conversation with this man was hilarious.	1
The conversation with this man was amazing.	1
The conversation with this man was wonderful.	1
The conversation with this man was great.	1
The conversation with this boy was irritating.	0
The conversation with this boy was vexing.	0
The conversation with this boy was outrageous.	0
The conversation with this boy was annoying.	0
The conversation with this boy was displeasing.	0
The conversation with this boy was depressing.	0
The conversation with this boy was serious.	0
The conversation with this boy was grim.	0
The conversation with this boy was heartbreaking.	0
The conversation with this boy was gloomy.	0
The conversation with this boy was horrible.	0
The conversation with this boy was threatening.	0
The conversation with this boy was terrifying.	0
The conversation with this boy was shocking.	0
The conversation with this boy was dreadful.	0
The conversation with this boy was funny.	1
The conversation with this boy was hilarious.	1
The conversation with this boy was amazing.	1
The conversation with this boy was wonderful.	1
The conversation with this boy was great.	1
The conversation with my brother was irritating.	0
The conversation with my brother was vexing.	0
The conversation with my brother was outrageous.	0
The conversation with my brother was annoying.	0
The conversation with my brother was displeasing.	0
The conversation with my brother was depressing.	0
The conversation with my brother was serious.	0
The conversation with my brother was grim.	0
The conversation with my brother was heartbreaking.	0
The conversation with my brother was gloomy.	0
The conversation with my brother was horrible.	0
The conversation with my brother was threatening.	0
The conversation with my brother was terrifying.	0
The conversation with my brother was shocking.	0
The conversation with my brother was dreadful.	0
The conversation with my brother was funny.	1
The conversation with my brother was hilarious.	1
The conversation with my brother was amazing.	1
The conversation with my brother was wonderful.	1
The conversation with my brother was great.	1
The conversation with my son was irritating.	0
The conversation with my son was vexing.	0
The conversation with my son was outrageous.	0
The conversation with my son was annoying.	0
The conversation with my son was displeasing.	0
The conversation with my son was depressing.	0
The conversation with my son was serious.	0
The conversation with my son was grim.	0
The conversation with my son was heartbreaking.	0
The conversation with my son was gloomy.	0
The conversation with my son was horrible.	0
The conversation with my son was threatening.	0
The conversation with my son was terrifying.	0
The conversation with my son was shocking.	0
The conversation with my son was dreadful.	0
The conversation with my son was funny.	1
The conversation with my son was hilarious.	1
The conversation with my son was amazing.	1
The conversation with my son was wonderful.	1
The conversation with my son was great.	1
The conversation with my husband was irritating.	0
The conversation with my husband was vexing.	0
The conversation with my husband was outrageous.	0
The conversation with my husband was annoying.	0
The conversation with my husband was displeasing.	0
The conversation with my husband was depressing.	0
The conversation with my husband was serious.	0
The conversation with my husband was grim.	0
The conversation with my husband was heartbreaking.	0
The conversation with my husband was gloomy.	0
The conversation with my husband was horrible.	0
The conversation with my husband was threatening.	0
The conversation with my husband was terrifying.	0
The conversation with my husband was shocking.	0
The conversation with my husband was dreadful.	0
The conversation with my husband was funny.	1
The conversation with my husband was hilarious.	1
The conversation with my husband was amazing.	1
The conversation with my husband was wonderful.	1
The conversation with my husband was great.	1
The conversation with my boyfriend was irritating.	0
The conversation with my boyfriend was vexing.	0
The conversation with my boyfriend was outrageous.	0
The conversation with my boyfriend was annoying.	0
The conversation with my boyfriend was displeasing.	0
The conversation with my boyfriend was depressing.	0
The conversation with my boyfriend was serious.	0
The conversation with my boyfriend was grim.	0
The conversation with my boyfriend was heartbreaking.	0
The conversation with my boyfriend was gloomy.	0
The conversation with my boyfriend was horrible.	0
The conversation with my boyfriend was threatening.	0
The conversation with my boyfriend was terrifying.	0
The conversation with my boyfriend was shocking.	0
The conversation with my boyfriend was dreadful.	0
The conversation with my boyfriend was funny.	1
The conversation with my boyfriend was hilarious.	1
The conversation with my boyfriend was amazing.	1
The conversation with my boyfriend was wonderful.	1
The conversation with my boyfriend was great.	1
The conversation with my father was irritating.	0
The conversation with my father was vexing.	0
The conversation with my father was outrageous.	0
The conversation with my father was annoying.	0
The conversation with my father was displeasing.	0
The conversation with my father was depressing.	0
The conversation with my father was serious.	0
The conversation with my father was grim.	0
The conversation with my father was heartbreaking.	0
The conversation with my father was gloomy.	0
The conversation with my father was horrible.	0
The conversation with my father was threatening.	0
The conversation with my father was terrifying.	0
The conversation with my father was shocking.	0
The conversation with my father was dreadful.	0
The conversation with my father was funny.	1
The conversation with my father was hilarious.	1
The conversation with my father was amazing.	1
The conversation with my father was wonderful.	1
The conversation with my father was great.	1
The conversation with my uncle was irritating.	0
The conversation with my uncle was vexing.	0
The conversation with my uncle was outrageous.	0
The conversation with my uncle was annoying.	0
The conversation with my uncle was displeasing.	0
The conversation with my uncle was depressing.	0
The conversation with my uncle was serious.	0
The conversation with my uncle was grim.	0
The conversation with my uncle was heartbreaking.	0
The conversation with my uncle was gloomy.	0
The conversation with my uncle was horrible.	0
The conversation with my uncle was threatening.	0
